wheel,level,kannada,roman,english,literal,sthayi,also,note,notes,song,by,source,yt,start
bhava,1,ಬೆರಗು,beragu,Amazed,,,ವಿಸ್ಮಯ|vismaya|astonishment ;; ಅಚ್ಚರಿ|accari|surprise ;; ಸೋಜಿಗ|sōjiga|marvel,,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಬೆರಗು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಓ ಎಂಥ ಸೌಂದರ್ಯ ಕಂಡೆ,,ಶಂಕರ್ ಗುರು,H_D1GBhlR1w,32
bhava,2,ದಂಗು,daṅgu,Astonished,,,ವಿಸ್ಮಯ|vismaya|astonishment ;; ಆಶ್ಚರ್ಯ|āścarya|surprise ;; ಬೆರಗು|beragu|wonder ;; ದಿಗ್ಭ್ರಮೆ|digbhrame|stupefaction,ದಂಗಾದೆ: I was floored. The version of astonishment with your mouth open.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ದಂಗು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಆಕಾಶದಿಂದ ಜಾರಿ,,ಜನ್ಮ ಜನ್ಮದ ಅನುಬಂಧ,AOk3QT8N74g,28
bhava,2,ಭಯಭಕ್ತಿ,bhaya-bhakti,Awe,,,,"Fear-and-devotion in one compound: how one stands before a deity or a formidable elder. Awe as a social posture, not a private thrill.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಭಯಭಕ್ತಿ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ವರಾಹ ರೂಪಂ,ಅಜನೀಶ್ ಲೋಕನಾಥ್,ಕಾಂತಾರ · 2022,gH_RYRwVrVM,30
bhava,1,ಉತ್ಸಾಹ,utsāha,Excited,,,ಹುರುಪು|hurupu|vigour ;; ಉಮೇದು|umēdu|zest ;; ಹುಮ್ಮಸ್ಸು|hummassu|drive ;; ಸಡಗರ|saḍagara|bustle and delight,,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಉತ್ಸಾಹ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಜೀವ ಕನ್ನಡ,,ವೀರ ಕನ್ನಡಿಗ,kn9Sv7uaUDE,32
bhava,2,ತವಕ,tavaka,Eager,,,,ತವಕ and ಕಾತರ are both eagerness with an edge of ache: waiting that has begun to hurt slightly.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ತವಕ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಒಮ್ಮೆ ನಿನ್ನನ್ನು ಕಣ್ತುಂಬ,,ಕನ್ನಡ ಚಿತ್ರಗೀತೆ,A9a71kfcl7s,28
bhava,2,ಹುರುಪು,hurupu,Energetic,,,,,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಹುರುಪು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಘಟ್ಟದ ಇಳಿದು,,ಉಳಿದವರು ಕಂಡಂತೆ,1VwZ1tnDZbs,28
bhava,0,ಬೇಸರ,bēsara,Bad,,,"ಬೇಜಾರು|bējāru|fed up, the same word one register down ;; ಸಪ್ಪೆ|sappe|flat, unsalted ;; ಜಡ|jaḍa|inert","The hardest sector. Kannada's ಕೆಟ್ಟ is moral or qualitative, a bad man, spoiled milk, and cannot be a feeling. But look at what the English wheel actually files under 'Bad': bored, busy, stressed, tired. That whole zone has one Kannada name, ಬೇಸರ: a fused weariness-with-things that English needs four words to circle.","ಜೀವನದ ದಣಿವು, ನಿರಾಸೆ ಮತ್ತು ಒಳಬೇಸರವನ್ನು ತಕ್ಷಣ ಗುರುತಿಸಬಹುದಾದ ಹಾಡು.",ಆಡಿಸಿದಾತ ಬೇಸರ ಮೂಡಿ,,ಕಸ್ತೂರಿ ನಿವಾಸ,nszeqsxnK_g,42
bhava,1,ಬೇಜಾರು,bējāru,Bored,,,"ಬೇಸರ|bēsara|weary discontent ;; ಜಿಗುಪ್ಸೆ|jigupse|revulsion, world-weariness ;; ಸಪ್ಪೆ|sappe|flat","No entry for <i>boredom</i>. ಬೇಜಾರು covers bored, mildly sad, and fed-up in one breath. 'ಬೇಜಾರಾಗಿದೆ' could be any of the three and the listener works it out from your face.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಬೇಜಾರು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಲೈಫು ಇಷ್ಟೇನೆ,ಮನೋಮೂರ್ತಿ,ಪಂಚರಂಗಿ · 2010,OurLEFrIHDo,30
bhava,2,ಉದಾಸೀನ,udāsīna,Indifferent,,,,In philosophy ಉದಾಸೀನ is the sage's equanimity. In an argument it is the coldest insult available.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಉದಾಸೀನ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಬದುಕು ಮಾಯೆಯ ಮಾಟ,,ಅಲ್ಲಮಪ್ರಭು ವಚನ,zInzP5hhuss,28
bhava,2,ಅಸಡ್ಡೆ,asaḍḍe,Apathetic,,,"ನಿರಾಸಕ್ತಿ|nirāsakti|disinterest ;; ಉದಾಸೀನ|udāsīna|indifference, or the cold shoulder ;; ತಾತ್ಸಾರ|tātsāra|disdain","Not caring, and not quite bothering to hide that you are not caring.",,,,,,
bhava,1,ಧಾವಂತ,dhāvanta,Busy,,,,"The harried forward-lean of someone always mid-errand: what a full schedule does to you, rather than the schedule itself.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಧಾವಂತ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಯಾರಿಗೆ ಹೇಳೋಣ ನಮ್ಮ ಪ್ರಾಬ್ಲಮ್ಮು,ಮನೋಮೂರ್ತಿ,ಲೈಫು ಇಷ್ಟೇನೆ · 2011,f86MjXLG6js,25
bhava,2,ಒತ್ತಡ,ottaḍa,Pressured,,,,"Same word for atmospheric pressure, blood pressure, and social pressure. Kannada did not borrow 'stress': it extended 'push'.",,,,,,
bhava,2,ಆತುರ,ātura,Rushed,,,,"ಆತುರ is haste as a character flaw as much as a state: 'ಆತುರಗಾರನಿಗೆ ಬುದ್ಧಿ ಮಟ್ಟ', the hasty man is short on sense.",,,,,,
bhava,1,ತಳಮಳ,taḷamaḷa,Stressed,,,,The churn: the word for boiling liquid and for a mind that will not settle.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ತಳಮಳ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಈ ಸಂಜೆ ಯಾಕಾಗಿದೆ,ಮನೋಮೂರ್ತಿ · ಸೋನು ನಿಗಮ್,ಗೆಳೆಯ · 2007,-1TEJkzEgYc,40
bhava,2,ಹೈರಾಣ,hairāṇa,Overwhelmed,,,,"English uses one <i>overwhelmed</i> in two places on this wheel. Kannada splits them by how you are swamped: ಹೈರಾಣ is worn down to nothing by too much work; ಕಳವಳ, over in ಭಯ, is being swamped by dread.",‘ಸಾಕಾಗಿದೆ ದೈನಂದಿನ ಈ ಧಾರಾವಾಹಿ’ ಎನ್ನುವ ಭಾಗದಲ್ಲಿ ಮನಸ್ಸಿನ ಬಹುಪಾತ್ರಗಳ ಒತ್ತಡ ಮತ್ತು ಹೈರಾಣು ನೇರವಾಗಿ ಕೇಳುತ್ತದೆ.,ಇದೊಳ್ಳೆ ರಾಮಾಯಣ,ಇಳಯರಾಜ,ಇದೊಳ್ಳೆ ರಾಮಾಯಣ · 2016,6Osq8CFCPkY,120
bhava,2,ಚಡಪಡಿಕೆ,caḍapaḍike,Restless,,,,"Onomatopoeic: the sound of a fish on dry ground, or a body that cannot stay in the chair.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಚಡಪಡಿಕೆ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಮಳೆ ನಿಂತು ಹೋದ ಮೇಲೆ,,ಮಿಲನ,P5-vLnColQc,28
bhava,1,ದಣಿವು,daṇivu,Tired,,,ಆಯಾಸ|āyāsa|fatigue ;; ಬಳಲಿಕೆ|baḷalike|exhaustion ;; ಸುಸ್ತು|sustu|done in,Used of a body and of a day alike.,"‘ಸಾಕು ಸಾಕಾಗಿದೆ, ಬಾಡಿ ವೀಕಾಗಿದೆ’ ಎನ್ನುವ ಭಾಗ ದೇಹದ ದಣಿವು ಮತ್ತು ಕಾಲು ಸವೆದ ಅನುಭವವನ್ನೇ ಹಾಡುತ್ತದೆ.",ಬಲೂನ್ ಸಾಂಗ್,ವಾಸುಕಿ ವೈಭವ್ · ಶಿಶು ತಾನ್ಸೆನ್ ಜ್ಞಾನೇಶ್ವರ್,ಸರ್ಕಾರಿ ಹಿ.ಪ್ರಾ. ಶಾಲೆ ಕಾಸರಗೋಡು · 2018,GsZ3OcBNM8Q,124
bhava,2,ತೂಕಡಿಕೆ,tūkaḍike,Sleepy,,,ಜೋಂಪು|jōmpu|the afternoon drowse ;; ಮಂಪರು|mamparu|half-sleep ;; ನಿದ್ದೆ|nidde|sleep,The nod of the head as you lose the fight.,,,,,,
bhava,2,ಅನ್ಯಮನಸ್ಕ,anya-manaska,Unfocused,,,,"'Other-minded': your mind is somewhere, just not here. Kinder than 'distracted', which implies something pulled you.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಅನ್ಯಮನಸ್ಕ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಮುಂಜಾನೆ ಮಂಜಲ್ಲಿ,,ಜಸ್ಟ್ ಮಾತ್ ಮಾತಲ್ಲಿ,xNR4FAEGxV4,28
bhava,0,ಭಯ,bhaya,Fearful,,,ಹೆದರಿಕೆ|hedarike|being scared ;; ಅಂಜಿಕೆ|añjike|timidity ;; ಭೀತಿ|bhīti|terror ;; ದಿಗಿಲು|digilu|dread ;; ಗಾಬರಿ|gābari|panic ;; ಆತಂಕ|ātaṅka|anxiety,"Kannada grades fear finely: ಅಂಜಿಕೆ timid, ಹೆದರಿಕೆ scared, ದಿಗಿಲು dread, ಗಾಬರಿ panic, ಆತಂಕ anxiety, ಭೀತಿ terror.",ಪರಿಚಿತ ಭಯಾನಕ ಧ್ವನಿ-ವಿನ್ಯಾಸವು ಆತಂಕದಿಂದ ದಿಗಿಲಿನವರೆಗೆ ಕೆಲಸ ಮಾಡುತ್ತದೆ.,ರಾ ರಾ ಸರಸಕು,ಗುರುಕಿರಣ್ · ರಾಜೇಶ್ ನಂದಿತಾ,ಆಪ್ತಮಿತ್ರ · 2004,ReeQgwpRO88,47
bhava,1,ಹೆದರಿಕೆ,hedarike,Scared,,,,,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಹೆದರಿಕೆ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಕರ್ಮ ಥೀಮ್,,ಯು ಟರ್ನ್,MSW9ZhgAM2Y,32
bhava,2,ಅಸಹಾಯಕತೆ,asahāyakate,Helpless,,,,"Helplessness as having nowhere to turn: ದಿಕ್ಕಿಲ್ಲದ, without a direction, says it best.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಅಸಹಾಯಕತೆ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ನೀರ ಬಿಟ್ಟು ನೆಲದ ಮೇಲೆ,,ಹೊಂಬಿಸಿಲು,1UKpmhCzNKE,28
bhava,2,ಅಂಜಿಕೆ,añjike,Frightened,,,,,,,,,,
bhava,1,ಆತಂಕ,ātaṅka,Anxious,,,"ಕಳವಳ|kaḷavaḷa|agitation ;; ಚಿಂತೆ|cinte|worry, thought ;; ತಳಮಳ|taḷamaḷa|churn ;; ವ್ಯಾಕುಲ|vyākula|distress",ಆತಂಕ is now the standard clinical word too. Its older sense is closer to 'impediment': anxiety as the thing in your way.,,,,,,
bhava,2,ಚಿಂತೆ,cinte,Worried,,,"ಯೋಚನೆ|yōcane|thinking it over ;; ಕಾಳಜಿ|kāḷaji|care, concern ;; ತಲೆಬಿಸಿ|talebisi|head-heat","ಚಿಂತೆ is also simply 'thought'. To worry and to think are the same verb, which tells you something.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಚಿಂತೆ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಚಿಂತೆ ಯಾಕೆ ಮಾಡುತಿದ್ದೀ,,ದಾಸರ ಪದ,4a3hpsPdJsQ,28
bhava,2,ಕಳವಳ,kaḷavaḷa,Overwhelmed,,,,The second of the split: see ಹೈರಾಣ under ಬೇಸರ. ಕಳವಳ is being flooded by apprehension rather than by workload.,,,,,,
bhava,1,ಅಳುಕು,aḷuku,Insecure,,,"ಅಭದ್ರತೆ|abhadrate|insecurity, of a thing unguarded ;; ಹಿಂಜರಿಕೆ|hiñjarike|hesitation ;; ಶಂಕೆ|śaṅke|misgiving with fear in it","The small inward flinch before you do the thing anyway. ಅಭದ್ರತೆ carries the other sense of <i>insecure</i>: physically unguarded, a word for buildings and borders.",,,,,,
bhava,2,ಕೊರತೆ,korate,Inadequate,,,,"ಕೊರತೆ is a shortfall: of rain, of funds, of oneself. The same word, which quietly makes it feel less like a personal verdict.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಕೊರತೆ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಯಾರಿಗೆ ಯಾರಂಟು,,ಗಾಳಿ ಗೋಪುರ,bTE4wLWROYU,28
bhava,2,ಕೀಳರಿಮೆ,kīḷarime,Inferior,,,,'Low-self-knowing': the exact and rather beautiful Kannada for an inferiority complex.,,,,,,
bhava,1,ದುರ್ಬಲ,durbala,Weak,,,,,,,,,,
bhava,2,ದಂಡ,daṇḍa,Worthless,,,ನಿಷ್ಪ್ರಯೋಜಕ|niṣprayōjaka|of no use ;; ಅಯೋಗ್ಯ|ayōgya|unworthy ;; ವ್ಯರ್ಥ|vyartha|in vain,Literally waste. 'ನಾನು ದಂಡ' is how the feeling gets said about oneself.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ದಂಡ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಬೊಂಬೆ ಹೇಳುತೈತೆ,,ರಾಜಕುಮಾರ,gy5_T2ACerk,28
bhava,2,ಲೆಕ್ಕಕ್ಕಿಲ್ಲ,lekkakkilla,Insignificant,,,ಕ್ಷುಲ್ಲಕ|kṣullaka|trivial ;; ಅಲ್ಪ|alpa|slight ;; ನಿಕೃಷ್ಟ|nikṛṣṭa|abject,'Not in the count.' Insignificance as an accounting error.,,,,,,
bhava,1,ತಿರಸ್ಕಾರ,tiraskāra,Rejected,,,,"ತಿರಸ್ಕಾರ is what the other person did. As with ಒಪ್ಪಿಗೆ, Kannada gives you no noun for the receiving end: rejection is only ever described from outside.","ಮದುವೆಯ ಹೊತ್ತಿಗೆ ದೂರ ತಳ್ಳಲ್ಪಟ್ಟ ವಕ್ತೃನ ಸಾರ್ವಜನಿಕ ಅವಮಾನ, ಕೈಕೊಟ್ಟ ಪ್ರೀತಿ ಮತ್ತು ರೋಸಿಹೋದ ಮನಸ್ಥಿತಿ ಹಾಡಿನ ಪ್ರಸಂಗ.",ಜೀವ್ನಾನೇ ಶ್ಯಾನೆ ಬೇಜಾರು,ಆರ್. ಹರಿ ಬಾಬು · ವಿಜಯ್ ಪ್ರಕಾಶ್,ಸಿಂಹ ಹಾಕಿದ ಹೆಜ್ಜೆ · 2017,UXRlbjyYYdk,8
bhava,2,ಹೊರಗಿಡು,horagiḍu,Excluded,,,"ಬಹಿಷ್ಕಾರ|bahiṣkāra|boycott, outcasting ;; ದೂರವಿಡು|dūraviḍu|to keep at a distance ;; ಪ್ರತ್ಯೇಕಿಸು|pratyēkisu|to separate off","Kannada says it as something done to you: ಹೊರಗಿಟ್ಟರು, they kept me out. ಬಹಿಷ್ಕಾರ is the same act with a history attached to it.",,,,,,
bhava,2,ಕಿರುಕುಳ,kirukuḷa,Persecuted,,,,,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಕಿರುಕುಳ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಯಾರಿಗೆ ಬಂತು ಎಲ್ಲಿಗೆ ಬಂತು ನಲವತ್ತೇಳರ ಸ್ವಾತಂತ್ರ್ಯ,ಪಿಚ್ಚಳ್ಳಿ ಶ್ರೀನಿವಾಸ್,ಸಿದ್ದಲಿಂಗಯ್ಯ,s90VmReOoco,46
bhava,1,ಬೆದರಿಕೆ,bedarike,Threatened,,,ಹೆದರಿಕೆ|hedarike|being scared ;; ಬೆಚ್ಚು|beccu|a startle ;; ಅಪಾಯ|apāya|danger,"No entry for the adjective. ಬೆದರಿಕೆ is the threat itself; feeling threatened is said as ಬೆದರಿಕೆ ಇದೆ, 'there is a threat', placing it outside you rather than inside.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಬೆದರಿಕೆ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಗರನೆ ಗರ ಗರನೆ,ಗುರುಕಿರಣ್,ಆಪ್ತರಕ್ಷಕ · 2010,QuUFeWG9qZQ,25
bhava,2,ನಡುಕ,naḍuka,Nervous,,,,The tremble itself: Kannada names the body and lets the feeling be inferred.,,,,,,
bhava,2,ಬಟಾಬಯಲು,baṭā-bayalu,Exposed,,,,"ಬಟಾಬಯಲು is open ground with not one thing to hide behind: used for landscape and for people, with no change of tone.",,,,,,
bhava,0,ಕೋಪ,kōpa,Angry,,,"ಸಿಟ್ಟು|siṭṭu|hot, quick anger ;; ಕ್ರೋಧ|krōdha|wrath ;; ರೋಷ|rōṣa|fury ;; ಸಿಡುಕು|siḍuku|worn-in irritability ;; ಮುನಿಸು|munisu|the loving sulk ;; ತಾಪ|tāpa|heat","Kannada separates anger by heat and by intimacy: ಸಿಟ್ಟು is hot and quick, ಕೋಪ is the general word, ಕ್ರೋಧ is grand and destructive, ಸಿಡುಕು is chronic and worn on the face, and ಮುನಿಸು is the anger you only get to have with someone who loves you.",The repeated hook asks `ಕೋಪವೇಕೆ ನನ್ನಲಿ`; anger is the song’s explicit dramatic center.,ಸತ್ಯಭಾಮೆ ಸತ್ಯಭಾಮೆ ಕೋಪವೇಕೆ ನನ್ನಲಿ,ಪಿಚ್ಚಳ್ಳಿ ಶ್ರೀನಿವಾಸ್,ಸಿದ್ದಲಿಂಗಯ್ಯ,aLigvom7SFU,33
bhava,1,ಕೈಕೊಟ್ಟರು,kai-koṭṭaru,Let down,,,,"Kannada has no noun here. You say ಕೈಕೊಟ್ಟರು, they gave me the hand, meaning they withdrew it at the moment you leaned on it.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಕೈಕೊಟ್ಟರು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಮರೆಯದೆ ಕ್ಷಮಿಸು,,ಕನ್ನಡ ಚಿತ್ರಗೀತೆ,rPds_vgFFIw,32
bhava,2,ದ್ರೋಹ,drōha,Betrayed,,,,ದ್ರೋಹ is grave: the word used for treason and for betraying a guru. Kannada does not have a casual register for this.,,,,,,
bhava,2,ಅಸಮಾಧಾನ,asamādhāna,Resentful,,,,"Literally 'un-settledness': the negation of ಸಮಾಧಾನ, consolation. Resentment as a grievance that was never talked down.",,,,,,
bhava,1,ಅವಮಾನ,avamāna,Humiliated,,,,"ತೇಜೋವಧೆ, the murder of someone's lustre, is the other word for it: humiliation as an assassination of light.",,,,,,
bhava,2,ಅವಮರ್ಯಾದೆ,avamaryāde,Disrespected,,,"ಅಗೌರವ|agaurava|disrespect ;; ಉಪೇಕ್ಷೆ|upēkṣe|being overlooked ;; ತಿರಸ್ಕಾರ|tiraskāra|rejection, contempt","ಮರ್ಯಾದೆ, the respect owed to you in public, is one of the most-used words in Kannada. This is its negation.",,,,,,
bhava,2,ಗೇಲಿ,gēli,Ridiculed,,,ಅಪಹಾಸ್ಯ|apahāsya|ridicule ;; ಅಣಕ|aṇaka|mimicry ;; ಅವಹೇಳನ|avahēḷana|belittling ;; ಕುಚೋದ್ಯ|kucōdya|malicious teasing,Laughter turned and pointed. The wound is that a good thing was aimed at you.,,,,,,
bhava,1,ಕಹಿ,kahi,Bitter,,,,"The taste-word does the emotional work too: ಮನಸ್ಸಿನಲ್ಲಿ ಕಹಿ, bitterness in the mind.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಕಹಿ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ವಿರಹ ನೂರು ನೂರು ತರಹ,,ಎಡಕಲ್ಲು ಗುಡ್ಡದ ಮೇಲೆ,AHqvd_nVJxE,32
bhava,2,ಆಕ್ರೋಶ,ākrōśa,Indignant,,,,"Anger with a case to argue: literally an outcry, the anger of protest.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಆಕ್ರೋಶ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಯಾರೇ ಕೂಗಾಡಲಿ ಊರೇ ಹೋರಾಡಲಿ,ಜಿ.ಕೆ. ವೆಂಕಟೇಶ್ · ರಾಜಕುಮಾರ್,ಸಂಪತ್ತಿಗೆ ಸವಾಲ್ · 1974,3VkLPCrDB6c,20
bhava,2,ಭಂಗ,bhaṅga,Violated,,,,"A real hole in the language. The available words are either legal, breaking a rule, or ಮಾನಭಂಗ, the specific term for sexual assault. There is no neutral Kannada for 'I feel violated'.",,,,,,
